id;PRODUCTO;TIPO DE PRODUCCIÓN;TÍTULO;AUTOR;FUENTE;AÑO;IDIOMA;REFERENCIA APA;BASES DE DATOS;INGRESADO;ACCESO ABIERTO;INDEXADO;ENLACE
;Artículo;Investigativa;Analysis of university management of emerging technologies and recommendations for developing countries;Eliana María Villa Enciso;TOJET: The Turkish Online Journal of Educational Technology, vol 16., no. 2. ISSN: 2146-7242;2017;Inglés;Villa, E, Picón, E., Valencia, A., & Jiménez, C. (2017). Analysis of University Management of Emerging Technologies and Recommendations for Developing Countries. Turkish Online Journal of Educational Technology-TOJET, 16(2), 1-10.;;Sí;Sí;Sí;https://bit.ly/371IEwM
;Artículo;Investigativa;Analysis of university management of emerging technologies and recommendations for developing countries;Edgar Picón Jácome;TOJET: The Turkish Online Journal of Educational Technology, vol 16., no. 2. ISSN: 2146-7242;2017;Inglés;Villa, E., Picón, E., Valencia, A., & Jiménez, C. (2017). Analysis of University Management of Emerging Technologies and Recommendations for Developing Countries. Turkish Online Journal of Educational Technology-TOJET, 16(2), 1-10.;;Sí;Sí;Sí;https://bit.ly/371IEwM
;Artículo;Investigativa;Analysis of university management of emerging technologies and recommendations for developing countries;Alejandro Valencia-Arias;TOJET: The Turkish Online Journal of Educational Technology, vol 16., no. 2. ISSN: 2146-7242;2017;Inglés;Villa, E., Picón, E., Valencia, A., & Jiménez, C. (2017). Analysis of University Management of Emerging Technologies and Recommendations for Developing Countries. Turkish Online Journal of Educational Technology-TOJET, 16(2), 1-10.;;Sí;Sí;Sí;https://bit.ly/371IEwM
;Artículo;Investigativa;Analysis of university management of emerging technologies and recommendations for developing countries;Claudia Nelcy Jiménez Hernández;TOJET: The Turkish Online Journal of Educational Technology, vol 16., no. 2. ISSN: 2146-7242;2017;Inglés;Villa, E., Picón, E., Valencia, A., & Jiménez, C. (2017). Analysis of University Management of Emerging Technologies and Recommendations for Developing Countries. Turkish Online Journal of Educational Technology-TOJET, 16(2), 1-10.;;Sí;Sí;Sí;https://bit.ly/371IEwM
;Artículo;Investigativa;Beliefs, Attitudes, and Reflections of EFL Pre-Service Teachers When Exploring Critical Literacy Theories to Prepare and Implement Critical Lessons;Claudia Gutiérrez;Colombian Applied Linguistics Journal, vol. 17. no. 2 ISSN: 0123-4641;2015;Inglés;Gutiérrez, Claudia. (2015). Beliefs, attitudes, and reflections of EFL pre-service teachers while exploring critical literacy theories to prepare and implement critical lessons. Colombian Applied Linguistics Journal, 17 (2), 179-192.;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/2GZcSG2
;Artículo;Investigativa;Changing teaching practices: the impact of a professional development program on an English language teacher;Ana María Sierra Piedrahita;Íkala : Revista de Lenguaje y Cultura, vol. 23, no. 1. ISSN: 0123-3432;2018;Inglés;Sierra, A. (2018). Changing teaching practices: The impact of a professional development program on an English language teacher. Íkala, Revista de Lenguaje y Cultura, 23(1), 101-120. DOI: 10.17533/udea.ikala.v23n01a08.;Scielo;Sí;Sí;Sí;https://bit.ly/3iXFb4E
;Artículo;Investigativa;Charlie and the chocolate factory: adaptación y traducción;Ana María Castro Ruiz;Mutantis Mutandis: Revista latinoamericana de Traducción, vol. 1, no. 1. ISSN: 2011-799X;2008;Inglés;Castro, A., Olaya, C., & Orrego, J. (2008). Charlie and the chocolate factory: adaptación y traducción. Mutatis Mutandis: Revista Latinoamericana de Traducción, 1(1), 58–80. Retrieved from http://goo.gl/mFriES;Dialnet;Sí;Sí;Sí;https://bit.ly/2SVHeLW
;Artículo;Investigativa;Charlie and the chocolate factory: adaptación y traducción;Claudia Lorena Olaya Marulanda;Mutantis Mutandis: Revista latinoamericana de Traducción, vol. 1, no. 1. ISSN: 2011-799X;2008;Inglés;Castro, A., Olaya, C., & Orrego, J. (2008). Charlie and the chocolate factory: adaptación y traducción. Mutatis Mutandis: Revista Latinoamericana de Traducción, 1(1), 58–80. Retrieved from http://goo.gl/mFriES;Dialnet;Sí;Sí;Sí;https://bit.ly/2SVHeLW
;Artículo;Investigativa;Charlie and the chocolate factory: adaptación y traducción;Jeffersson David Orrego Carmona;Mutantis Mutandis: Revista latinoamericana de Traducción, vol. 1, no. 1. ISSN: 2011-799X;2008;Inglés;Castro, A., Olaya, C., & Orrego, J. (2008). Charlie and the chocolate factory: adaptación y traducción. Mutatis Mutandis: Revista Latinoamericana de Traducción, 1(1), 58–80. Retrieved from http://goo.gl/mFriES;Dialnet;Sí;Sí;Sí;https://bit.ly/2SVHeLW
;Artículo;Investigativa;Coaching as a professional development strategy for adjunct instructors in a Colombian university.;Claudia Gómez Palacio;Profile: Issues in Teachers' Professional Development, vol. 21. no. 1. ISSN: 165-70790;2019;Inglés;Gómez, C., Gómez, D., Pulgarín, H. (2019). Coaching as a Professional Development Strategy for Adjunct Instructors in a Colombian University. Profile Issues in Teachers` Professional Development, 21(1), 121-135.https://dx.doi.org/10.15446/profile.v21n1.71362;Scopus, Scielo;Sí;Sí;Sí;https://bit.ly/3doUnql
;Artículo;Investigativa;Coaching as a professional development strategy for adjunct instructors in a Colombian university.;Deisa Enid Gómez Vargas;Profile: Issues in Teachers' Professional Development, vol. 21. no. 1. ISSN: 165-70790;2019;Inglés;Gómez Palacio, C., Gómez Vargas, D., Pulgarín Taborda, H. (2019). Coaching as a Professional Development Strategy for Adjunct Instructors in a Colombian University. Profile Issues in Teachers` Professional Development, 21(1), 121-135.https://dx.doi.org/10.15446/profile.v21n1.71362;Scopus, Scielo;Sí;Sí;Sí;https://bit.ly/3doUnql
;Artículo;Investigativa;Coaching as a professional development strategy for adjunct instructors in a Colombian university.;Hadaluz Pulgarín Taborda;Profile: Issues in Teachers' Professional Development, vol. 21. no. 1. ISSN: 165-70790;2019;Inglés;Gómez Palacio, C., Gómez Vargas, D., Pulgarín Taborda, H. (2019). Coaching as a Professional Development Strategy for Adjunct Instructors in a Colombian University. Profile Issues in Teachers` Professional Development, 21(1), 121-135.https://dx.doi.org/10.15446/profile.v21n1.71362;Scopus, Scielo;Sí;Sí;Sí;https://bit.ly/3doUnql
;Artículo;Investigativa;Designing a holistic professional development program for elementary school english teachers in Colombia;Maria McNulty Ferri;Profile: Issues in Teachers' Professional Development, vol. 8. ISSN: 1657-0790;2007;Inglés;McNulty, M., & Quinchía, D. (2007). Designing a Holistic Professional DevelopmentProgram for Elementary School English Teachers in Colombia*. PROFILE Issues in Teachers’ Professional Development, 8, 131–144. Retrieved from http://goo.gl/fFtYqt;Scielo, Dialnet;Sí;Sí;Sí;https://bit.ly/374uR8W
;Artículo;Investigativa;Designing a holistic professional development program for elementary school english teachers in Colombia;Diana Isabel Quinchía Ortiz;Profile: Issues in Teachers' Professional Development, vol. 8. ISSN: 1657-0790;2007;Inglés;McNulty, M., & Quinchía, D. (2007). Designing a Holistic Professional DevelopmentProgram for Elementary School English Teachers in Colombia*. PROFILE Issues in Teachers’ Professional Development, 8, 131–144. Retrieved from http://goo.gl/fFtYqt;Scielo, Dialnet;Sí;Sí;Sí;https://bit.ly/374uR8W
;Artículo;Investigativa;Designing and implementing content-based courses in english with a non-language faculty at a public Colombian university;Fabio Alberto Arismendi Gómez;Profile: Issues in Teachers' Professional Development, vol. 10. ISSN: 1657-0790;2008;Inglés;Arismendi, F., Díaz, C., & Salazar, L. (2008). Designing and Implementing Content-Based Courses in English with a Non-Language Faculty at a Public Colombian University. PROFILE Issues in Teachers’ Professional Development, 10, 113–134. Retrieved from http://goo.gl/sep5iB;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/3nVEfll
;Artículo;Investigativa;Designing and implementing content-based courses in english with a non-language faculty at a public Colombian university;Claudia Patricia Díaz Mosquera;Profile: Issues in Teachers' Professional Development, vol. 10. ISSN: 1657-0790;2008;Inglés;Arismendi, F., Díaz, C., & Salazar, L. (2008). Designing and Implementing Content-Based Courses in English with a Non-Language Faculty at a Public Colombian University. PROFILE Issues in Teachers’ Professional Development, 10, 113–134. Retrieved from http://goo.gl/sep5iB;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/3nVEfll
;Artículo;Investigativa;Designing and implementing content-based courses in english with a non-language faculty at a public Colombian university;Leidy Natalia Salazar Valencia;Profile: Issues in Teachers' Professional Development, vol. 10. ISSN: 1657-0790;2008;Inglés;Arismendi, F., Díaz, C., & Salazar, L. (2008). Designing and Implementing Content-Based Courses in English with a Non-Language Faculty at a Public Colombian University. PROFILE Issues in Teachers’ Professional Development, 10, 113–134. Retrieved from http://goo.gl/sep5iB;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/3nVEfll
;Artículo;Investigativa;Developing academic literacy and voice : challenges faced by a mature esl student and her instructors.;Doris Margarita Correa Ríos;Profile: Issues in Teachers' Professional Development, vol. 12. no. 1. ISSN:  1657-0790;2010;Inglés;Correa, D. (2010). Developing academic literacy and voice: challenges faced by a matureESL student and her instructors. PROFILE Issues in Teachers’ Professional Development, 12(1), 79–94. Retrieved from http://goo.gl/4WNInp;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/33Tp5Vs
;Artículo;Investigativa;Developing knowledge, skills and attitudes through a study group: a study on teachers professional development;Ana Maria Sierra Piedrahita;Íkala: Revista de Lenguaje y Cultura, vol. 12, no. 18. ISSN: 0123-3432;2007;Inglés;Sierra, A. (2007). Developing Knowledge, Skills and Attitudes through a Study Group: AStudy on Teachers’ Professional Development. Íkala, Revista de Lenguaje YCultura, 12(18), 279–305. Retrieved from http://goo.gl/9MFqEC;Redalyc;Sí;Sí;Sí;https://bit.ly/2STIm2Y
;Artículo;Investigativa;Developing new translation profiles in an undergraduate program;Gabriel Ángel Quiroz Herrera;Lenguaje, vol. 39, no. 2. ISSN: 01203479-;2011;Inglés;Quiroz, G. (2011). Developing New Translation Profiles for an Undergraduate Program. Lenguaje,39(2), 503–518. Retrieved from http://goo.gl/ytXq8C;Scielo;Sí;Sí;Sí;https://bit.ly/34TIoNU
;Artículo;Investigativa;Diary insights of an EFL reading teacher;Sergio Alonso Lopera Medina;Profile: Issues in Teachers' Professional Development, vol. 15. no. 2. ISSN: 1657-0790;2013;Inglés;Lopera, S. (2013). Diary Insights of an EFL Reading Teacher. PROFILE Issues in Teachers’ Professional Development, 15(2), 115–126. Retrieved from http://goo.gl/jbIsbK;Scielo;Sí;Sí;Sí;https://bit.ly/371IEwM
;Artículo;Investigativa;Education and language policy in Colombia : exploring processes of inclusion, exclusion, and stratification in times of global reform;Jaime Alonso Usma Wilches;Profile: Issues in Teachers' Professional Development, vol. 11. no. 2. ISSN: 1657-0790;2009;Inglés;Usma, J. (2009). Education and Language Policy in Colombia: Exploring Processes ofInclusion, Exclusion, and Stratification in Times of Global Reform. PROFILE Issues in Teachers’ Professional Development, 11, 123–141. Retrieved;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/3lKm1B6
;Artículo;Investigativa;Effects of strategy instruction in an EFL reading comprehension course : a case study;Sergio Alonso Lopera Medina;Profile: Issues in Teachers' Professional Development, vol. 14. no. 1 ISSN: 1657-0790;2012;Inglés;Lopera, S. (2012). Effects of Strategy Instruction in an EFL Reading Comprehension Course: A Case Study. PROFILE Issues in Teachers’ Professional Development,14(1), 79–89. Retrieved from http://goo.gl/w1Ciik;Scielo;Sí;Sí;Sí;https://bit.ly/3nPD8n6
;Artículo;Investigativa;EFL students' perceptions about a web-based english reading comprehension course;Érica María Gómez Flórez;Profile: Issues in Teachers' Professional Development, vol. 14. no. 1 ISSN: 1657-0790;2012;Inglés;Marín, N., Gómez, E., & Pineda, J. (2012). EFL Students’ Perceptions about a Web-Based English Reading Comprehension Course. PROFILE Issues in Teachers’ Professional Development, 14(2), 113–129. Retrieved from http://goo.gl/4KxglF;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/2H41wAe
;Artículo;Investigativa;EFL students' perceptions about a web-based english reading comprehension course;Jorge Eduardo Pineda;Profile: Issues in Teachers' Professional Development, vol. 14. no. 2. ISSN: 1657-0790;2012;Inglés;Marín, N., Gómez, E., & Pineda, J. (2012). EFL Students’ Perceptions about a Web-Based English Reading Comprehension Course. PROFILE Issues in Teachers’ Professional Development, 14(2), 113–129. Retrieved from http://goo.gl/4KxglF;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/2H41wAe
;Artículo;Investigativa;EFL students' perceptions about a web-based english reading comprehension course;Natalia Marín García;Profile: Issues in Teachers' Professional Development, vol. 14. no. 2. ISSN: 1657-0790;2012;Inglés;Marín, N., Gómez, E., & Pineda, J. (2012). EFL Students’ Perceptions about a Web-Based English Reading Comprehension Course. PROFILE Issues in Teachers’ Professional Development, 14(2), 113–129. Retrieved from http://goo.gl/4KxglF;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/2H41wAe
;Artículo;Investigativa;Electronic commerce : factors involved in its adoption from a bibliometric analysis;Eliana María Villa Enciso;Journal of Theoretical and Applied Electronic Commerce Research, vol. 13, no. 1. ISSN: 0718-1876;2018;Inglés;Villa, E., Ruiz, L., Valencia, A., & Picón, E. (2018). Electronic Commerce: Factors Involved in its Adoption from a Bibliometric Analysis. JTAER, 13, 39-70.;Scielo;Sí;Sí;Sí;https://bit.ly/3dow6Ri
;Artículo;Investigativa;Electronic commerce : factors involved in its adoption from a bibliometric analysis;Luis Germán Ruiz Herrera;Journal of Theoretical and Applied Electronic Commerce Research, vol. 13, no. 1. ISSN: 0718-1876;2018;Inglés;Villa, E., Ruiz, L., Valencia, A., & Picón, E. (2018). Electronic Commerce: Factors Involved in its Adoption from a Bibliometric Analysis. JTAER, 13, 39-70.;Scielo;Sí;Sí;Sí;https://bit.ly/3dow6Ri
;Artículo;Investigativa;Electronic commerce : factors involved in its adoption from a bibliometric analysis;Alejandro Valencia Arias;Journal of Theoretical and Applied Electronic Commerce Research, vol. 13, no. 1. ISSN: 0718-1876;2018;Inglés;Villa, E., Ruiz, L., Valencia, A., & Picón, E. (2018). Electronic Commerce: Factors Involved in its Adoption from a Bibliometric Analysis. JTAER, 13, 39-70.;Scielo;Sí;Sí;Sí;https://bit.ly/3dow6Ri
;Artículo;Investigativa;Electronic commerce : factors involved in its adoption from a bibliometric analysis;Edgar Picón Jácome;Journal of Theoretical and Applied Electronic Commerce Research, vol. 13, no. 1. ISSN: 0718-1876;2018;Inglés;Villa, E., Ruiz, L., Valencia, A., & Picón, E. (2018). Electronic Commerce: Factors Involved in its Adoption from a Bibliometric Analysis. JTAER, 13, 39-70.;Scielo;Sí;Sí;Sí;https://bit.ly/3dow6Ri
;Artículo;Investigativa;Elementary english language instruction : colombian teachers’ classroom practices;Isabel Cristina Cadavid Múnera;Profile: Issues in Teachers' Professional Development, vol. 5. no. 1. ISSN:  1657-0790;2004;Inglés;Cadavid, C., McNulty, M., & Quinchía, D. (2004). Elementary English Language Instruction: Colombian Teachers’ Classroom Practices. PROFILE Issues in Teachers’ Professional Development, 5(1), 37–55. Retrieved from http://goo.gl/9DtvRW;Dialnet;Sí;Sí;Sí;https://bit.ly/2GV8M1N
;Artículo;Investigativa;Elementary english language instruction : colombian teachers’ classroom practices;Maria McNulty Ferri;Profile: Issues in Teachers' Professional Development, vol. 5. no. 1. ISSN:  1657-0790;2004;Inglés;Cadavid, C., McNulty, M., & Quinchía, D. (2004). Elementary English Language Instruction: Colombian Teachers’ Classroom Practices. PROFILE Issues in Teachers’ Professional Development, 5(1), 37–55. Retrieved from http://goo.gl/9DtvRW;Dialnet;Sí;Sí;Sí;https://bit.ly/2GV8M1N
;Artículo;Investigativa;Elementary english language instruction : colombian teachers’ classroom practices;Diana Isabel Quinchía Ortiz;Profile: Issues in Teachers' Professional Development, vol. 5. no. 1. ISSN:  1657-0790;2004;Inglés;Cadavid, C., McNulty, M., & Quinchía, D. (2004). Elementary English Language Instruction: Colombian Teachers’ Classroom Practices. PROFILE Issues in Teachers’ Professional Development, 5(1), 37–55. Retrieved from http://goo.gl/9DtvRW;Dialnet;Sí;Sí;Sí;https://bit.ly/2GV8M1N
;Artículo;Investigativa;E-moderating and e-tivities : the implementation of a workshop to develop online teaching skills in in-service teachers;Jorge Eduardo Pineda Hoyos;Profile: Issues in Teachers' Professional Development, vol. 18. no. 1. ISSN: 1657-0790;2016;Inglés;Pineda, J., & Tamayo, L. (2016). E-moderating and E-tivities: The Implementation of a Workshop to Develop Online Teaching Skills in In-service Teachers. Profile Issues in Teachers` Professional Development, 18(1), 97-114;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/3jUTRmz
;Artículo;Investigativa;E-moderating and e-tivities : the implementation of a workshop to develop online teaching skills in in-service teachers;Luis Hernando Tamayo Cano;Profile: Issues in Teachers' Professional Development, vol. 18. no. 1. ISSN: 1657-0790;2016;Inglés;Pineda, J., & Tamayo, L. (2016). E-moderating and E-tivities: The Implementation of a Workshop to Develop Online Teaching Skills in In-service Teachers. Profile Issues in Teachers` Professional Development, 18(1), 97-114;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/3jUTRmz
;Artículo;Investigativa;English in public primary schools in Colombia: Achievements and challenges brought about by national language education policies.;Doris Margarita Correa Ríos;Education Policy Analysis Archives, vol. 24, no. 84. ISSN: 1068-2341;2016;Inglés;"Correa, D., &amp; González, A. (2016). English in public primary schools in Colombia: Achievements and challenges brought about by national language education policies. Education Policy Analysis Archives, 24(83), 30.";Dialnet, Eric;Sí;Sí;Sí;https://bit.ly/3iWSItp
;Artículo;Investigativa;English in public primary schools in Colombia: Achievements and challenges brought about by national language education policies.;Adriana González Moncada;Education Policy Analysis Archives, vol. 24, no. 84. ISSN: 1068-2341;2016;Inglés;"Correa, D., &amp; González, A. (2016). English in public primary schools in Colombia: Achievements and challenges brought about by national language education policies. Education Policy Analysis Archives, 24(83), 30.";Dialnet, Eric;Sí;Sí;Sí;https://bit.ly/3iWSItp
;Artículo;Investigativa;Error correction and repair moves in synchronous learning activities;Jorge Eduardo Pineda Hoyos;International Journal of Educational Technology in Higher Education, vol. 15, no. 1. ISSN: 2365-9440;2018;Inglés;Hoyos, J. (2018). Error correction and repair moves in synchronous learning activities. International Journal of Educational Technology in Higher Education, 15(1), 23.;Springer Link;Sí;Sí;Sí;https://bit.ly/3nXYP4u
;Artículo;Investigativa;Evaluating research skills development in a Colombian undergraduate foreign language teaching program;Maria McNulty Ferri;Íkala: Revista de Lenguaje y Cultura, vol. 10, no. 16. ISSN: 0123-3432;2005;Inglés;McNulty, M., & Usma, J. (2005). Evaluating Research Skills Development in a Colombian Undergraduate Foreign Language Teaching Program. Íkala, Revista de Lenguaje Y Cultura, 10(16), 95–125. Retrieved from http://goo.gl/bcbfT4;Redalyc;Sí;Sí;Sí;https://bit.ly/3dszuLc
;Artículo;Investigativa;Evaluating research skills development in a Colombian undergraduate foreign language teaching program;Jaime Alonso Usma Wilches;Íkala: Revista de Lenguaje y Cultura, vol. 10, no. 16. ISSN: 0123-3432;2005;Inglés;McNulty, M., & Usma, J. (2005). Evaluating Research Skills Development in a Colombian Undergraduate Foreign Language Teaching Program. Íkala, Revista de Lenguaje Y Cultura, 10(16), 95–125. Retrieved from http://goo.gl/bcbfT4;Redalyc;Sí;Sí;Sí;https://bit.ly/3dszuLc
;Artículo;Investigativa;Exploring academic writing and voice in ESL writing;Doris Margarita Correa Ríos;Íkala: Revista de Lenguaje y Cultura, vol. 14, no. 21. ISSN: 0123-3432;2009;Inglés;Correa, D. (2009). Exploring Academic Writing and Voice in ESL Writing. Íkala, Revista de Lenguaje Y Cultura, 14(21), 103–132. Retrieved fromhttp://goo.gl/WsyugQ;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/311STNK
;Artículo;Investigativa;Exploring teachers' practices for assessing reading comprehension abilities in english as a foreign language;Jorge Hugo Muñoz Marín;Profile: Issues in Teachers' Professional Development, vol. 11. no. 2. ISSN: 1657-0790;2009;Inglés;Muñoz, J. (2009). Exploring Teachers’ Practices for Assessing Reading Comprehension Abilities in English as a Foreign Language. PROFILE Issues in Teachers’ Professional Development, 11(2), 71–84. Retrieved from http://goo.gl/Oa4FfF;Scielo;Sí;Sí;Sí;https://bit.ly/3k0abCo
;Artículo;Investigativa;From a bureaucratic to a critical-sociocultural model of policymaking in Colombia;Doris Margarita Correa Ríos;HOW: A Colombian Journal for Teachers of English, vol. 20, no. 1. ISSN:  0120-5927;2013;Inglés;Correa, D., & Usma, J. (2013). From a Bureaucratic to a Critical-Sociocultural Model of Policymaking in Colombia. HOW, A Colombian Journal for Teachers of English, 20(1), 226–242.;Dialnet, Redalyc;Sí;Sí;Sí;https://bit.ly/3iTHp57
;Artículo;Investigativa;From a bureaucratic to a critical-sociocultural model of policymaking in Colombia;Jaime Alonso Usma Wilches;HOW: A Colombian Journal for Teachers of English, vol. 20, no. 1. ISSN:  0120-5927;2013;Inglés;Correa, D., & Usma, J. (2013). From a Bureaucratic to a Critical-Sociocultural Model of Policymaking in Colombia. HOW, A Colombian Journal for Teachers of English, 20(1), 226–242.;Dialnet, Redalyc;Sí;Sí;Sí;https://bit.ly/3iTHp57
;Artículo;Investigativa;Gender and translation Spanish translation of Virginia Woolf's Orlando, by Jorge Luis Borges;Jhonny Alexander Calle Orozco;Mutantis Mutandis: Revista latinoamericana de Traducción, vol. 6, no. 2. ISSN: 2011-799X;2013;Inglés;Calle, J. (2013). Gender and Translation: Spanish Translation of Virginia Woolf’s Orlando, by Jorge Luis Borges. Mutatis Mutandis: Revista Latinoamericana de Traducción, 6(2), 444–454. Retrieved from http://goo.gl/BheFLn;Dialnet;Sí;Sí;Sí;https://bit.ly/34Q13Ko
;Artículo;Investigativa;Globalization and language and education reform in Colombia : a critical outlook.;Jaime Alonso Usma Wilches;Íkala: Revista de Lenguaje y Cultura, vol. 14, no. 22. ISSN: 0123-3432;2009;Inglés;Usma, J. (2009). Globalization and Language and Education Reform in Colombia: A Critical Outlook. Íkala, Revista de Lenguaje Y Cultura, 14(22), 19–42. Retrieved from http://goo.gl/sT6eGa;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/3iS9MAB
;Artículo;Investigativa;Governmental professional development initiatives for the implementation of language policies and curriculum guidelines : Secondary school teachers’ experiences, challenges and views;Ana María Sierra Piedrahita;Íkala: Revista de Lenguaje y Cultura, vol. 25, no. 3. ISSN: 0123-3432;2020;Inglés;Sierra, M., Echeverri, P. (2020). Governmental professional development initiatives for the implementation of language policies and curriculum guidelines : Secondary school teachers’ experiences, challenges and views. En Íkala, Revista de Lenguaje y Cultura, 25(1), pp. 137-152.;Dialnet;Sí;Sí;Sí;https://bit.ly/3lErtWc
;Artículo;Investigativa;Governmental professional development initiatives for the implementation of language policies and curriculum guidelines : Secondary school teachers’ experiences, challenges and views;Paula Andrea Echeverri Sucerquia;Íkala: Revista de Lenguaje y Cultura, vol. 25, no. 3. ISSN: 0123-3432;2020;Inglés;Sierra, M., Echeverri, P. (2020). Governmental professional development initiatives for the implementation of language policies and curriculum guidelines : Secondary school teachers’ experiences, challenges and views. En Íkala, Revista de Lenguaje y Cultura, 25(1), pp. 137-152.;Dialnet;Sí;Sí;Sí;https://bit.ly/3lErtWc
;Artículo;Investigativa;Identifying language learning strategies: an exploratory study;Jorge Eduardo Pineda Hoyos;Gist: Education and Learning Research Journal, vol. 4, no. 1. ISSN: 1692-5777;2010;Inglés;Pineda, J. (2010). Identifying Language Learning Strategies: An Exploratory Study. Gist: Education and Learning Research Journal, 4(1), 94–106. Retrieved from http://goo.gl/JtKtwT;Dialnet;Sí;Sí;Sí;https://bit.ly/34QjOgK
;Artículo;Investigativa;Implementing a standards-based English curriculum: the case of public secondary schools in Medellin.;Paula Andrea Echeverri Sucerquia;Folios, vol. 50. ISSN: 0123-4870;2019;Inglés;Echeverri, P. y Sierra, A. (2019). Implementing a Standards-Based English Curriculum: The Case of Public Secondary Schools in Medellin. Folios, 50, 139-155.doi: 10.17227/Folios.50-10227;Scielo Dialnet;Sí;Sí;Sí;https://bit.ly/3nJjyJf
;Artículo;Investigativa;Implementing a standards-based English curriculum: the case of public secondary schools in Medellin.;Ana María Sierra Piedrahita;Folios, vol. 50. ISSN: 0123-4870;2019;Inglés;Echeverri, P. y Sierra, A. (2019). Implementing a Standards-Based English Curriculum: The Case of Public Secondary Schools in Medellin. Folios, 50, 139-155.doi: 10.17227/Folios.50-10227;Scielo Dialnet;Sí;Sí;Sí;https://bit.ly/3nJjyJf
;Artículo;Investigativa;Improving students learning by involving them in the design of the course;Doris Margarita Correa Ríos;Íkala: Revista de Lenguaje y Cultura, vol. 3, no. 6. ISSN: 01233432-;1998;Inglés;Correa, D. (1998). Improving students’ learning by involving them in the design of the course. Íkala, Revista De Lenguaje Y Cultura, 3(6), 33–46. Retrieved from http://goo.gl/lsaaDP;;Sí;Sí;Sí;https://bit.ly/34Pibjq
;Artículo;Investigativa;Indigenous students learning English in higher education : challenges and hopes;Jaime Alonso Usma Wilches;Íkala: Revista de Lenguaje y Cultura, vol. 23, no. 1. ISSN: 0123-3432;2018;Inglés;Usma, J., Ortiz, J., & Gutiérrez, C. (2018). Indigenous Students Learning English in Higher Education: Challenges and Hopes. Íkala, revista de lenguaje y cultura, 23(2), 229-254.;Scielo;Sí;Sí;Sí;https://bit.ly/3iRKdQ9
;Artículo;Investigativa;Indigenous students learning English in higher education : challenges and hopes;Janeth María Ortiz Medina;Íkala: Revista de Lenguaje y Cultura, vol. 23, no. 1. ISSN: 0123-3432;2018;Inglés;Usma, J., Ortiz, J., & Gutiérrez, C. (2018). Indigenous Students Learning English in Higher Education: Challenges and Hopes. Íkala, revista de lenguaje y cultura, 23(2), 229-254.;Scielo;Sí;Sí;Sí;https://bit.ly/3iRKdQ9
;Artículo;Investigativa;Indigenous students learning English in higher education : challenges and hopes;Claudia Gutiérrez;Íkala: Revista de Lenguaje y Cultura, vol. 23, no. 1. ISSN: 0123-3432;2018;Inglés;Usma, J., Ortiz, J., & Gutiérrez, C. (2018). Indigenous Students Learning English in Higher Education: Challenges and Hopes. Íkala, revista de lenguaje y cultura, 23(2), 229-254.;Scielo;Sí;Sí;Sí;https://bit.ly/3iRKdQ9
;Artículo;Investigativa;Interaction in an EFL reading comprehension distance web-based course;Jaime Alberto Osorno González;Íkala: Revista de Lenguaje y Cultura, vol. 17, no. 1. ISSN: 0123-3432;2012;Inglés;Osorno, J., & Lopera, S. (2012). Interaction in a EFL reading comprehension distance web-based course. Íkala, Revista de Lenguaje Y Cultura, 17(1), 45–59. Retrieved from http://goo.gl/UuEmSK;Scielo;Sí;Sí;Sí;https://bit.ly/2SUqLHY
;Artículo;Investigativa;Interaction in an EFL reading comprehension distance web-based course;Sergio Alonso Lopera Medina;Íkala: Revista de Lenguaje y Cultura, vol. 17, no. 1. ISSN: 0123-3432;2012;Inglés;Osorno, J., & Lopera, S. (2012). Interaction in a EFL reading comprehension distance web-based course. Íkala, Revista de Lenguaje Y Cultura, 17(1), 45–59. Retrieved from http://goo.gl/UuEmSK;Scielo;Sí;Sí;Sí;https://bit.ly/2SUqLHY
;Artículo;Investigativa;Making sense of critical pedagogy in L2 education through a collaborative study group;Paula Andrea Echeverri Sucerquia;Profile: Issues in Teachers' Professional Development, vol. 13. no. 1. ISSN: 1657-0790;2014;Inglés;Echeverri-Sucerquia, P. A., & Pérez Restrepo, S. (2014). Making sense of critical pedagogy in L2 education through a collaborative study group. PROFILE Issues in Teachers’ Professional Development, 16(2), 171-184.;;Sí;Sí;Sí;https://bit.ly/34PSjUy
